bar,beer,date,startquantity,endquantity
"Sweet And Sour Castle Bar","Hop Hash",2018-11-09,234,234
"Brave Olive Pub","Old Oakland Ale",2018-11-09,206,206
"Hot Cup Inn","Imperial Stout",2018-11-09,234,234
"Nifty Branch Inn","Old Growth Imperial Stout",2018-11-09,183,183
"Lying Explorer Tavern","Old Oakland Ale",2018-11-09,203,203
"Psychotic Seadog","Schinderhannes Bock",2018-11-09,161,161
"Hidden Table Brewpub","St. Stephen's Bock",2018-11-09,207,207
"Awful Salmon Bar","Cauldron DIPA",2018-11-09,210,210
"Safe Palm Inn",Megalodon,2018-11-09,182,182
"Smelly Crane Tavern","Ashland Amber",2018-11-09,189,189
"Empty Snapdragon Pub","Holiday Trappist Style Ale",2018-11-09,182,182
"Needy Mind Tavern","Amstel Lager",2018-11-09,157,157
"Dandy Cloud Bistro","Celebration Ale",2018-11-09,154,154
"Deep Lantern","Ballz Deep Double IPA",2018-11-09,157,157
"Pleasant Parrot Tavern","Leviathan Imperial Stout",2018-11-09,231,231
"Ugliest Pants Tavern","Schinderhannes Bock",2018-11-09,129,129
"Gypsy Root Roadhouse","Inspiration Ale",2018-11-09,183,183
"Chubby Badger Pub","Old Oakland Ale",2018-11-09,231,231
"Fascinated Demon Pub","Newark IPA",2018-11-09,227,227
"Full Guitar","Blue Whale Ale",2018-11-09,136,136
"Rich Tauren Bar","Welsh Pride",2018-11-09,180,180
"Spicy Cats Tavern","Amstel Malt",2018-11-09,232,232
"Hypnotic Gate Tavern","Caldera Pilsener Bier",2018-11-09,205,205
"Armed Pudding Bar","Blue Whale Ale",2018-11-09,231,231
"Keen Snail Bar","Nut Brown",2018-11-09,207,207
"Admiral Benbow Inn","Coconut Porter",2018-11-09,131,131
"Thundering Table Inn","Caldera Ginger Beer",2018-11-09,131,131
"Outrageous Sailboat Inn","Imperial Stout",2018-11-09,135,135
"Rainy Lime Tavern","Dry Stout",2018-11-09,159,159
"Shattered Oak","Kirner Pils Premium",2018-11-09,236,236
"Steel Yew","Coconut Porter",2018-11-09,210,210
"Courageous Lyre Bar",Hefeweizen,2018-11-09,131,131
"Interesting Trumpet Inn","Pumpkin Ale",2018-11-09,232,232
"Natural Leopard","Grey Whale Ale",2018-11-09,183,183
"Little Elixir Club","Caldera Pale Ale",2018-11-09,140,140
"Wretched Grape Inn","Amstel Gold",2018-11-09,136,136
"Sweet And Sour Castle Bar","Kirner Pils Premium",2018-11-09,132,132
"Venomous River Inn","Amstel Bock",2018-11-09,183,183
"Oceanic Woodpecker Inn","Grey Whale Ale",2018-11-09,209,209
"Double Swan Tavern","Sausa Pils",2018-11-09,183,183
"Itchy Cheetah Bar","Amstel Bock",2018-11-09,237,237
"Hot Cup Inn","Pacific Pilsner",2018-11-09,237,237
"Busy Bachelor Bar","Dry Hop Red",2018-11-09,178,178
"Nimble Squash",Megalodon,2018-11-09,156,156
"Lying Explorer Tavern","Schinderhannes Bock",2018-11-09,178,178
"Hidden Table Brewpub","Welsh Pride",2018-11-09,207,207
"Best Stick Tavern","Pacific Pilsner",2018-11-09,211,211
"Psychotic Seadog","Caldera IPA",2018-11-09,204,204
"Safe Palm Inn","Hibiscus Ginger Beer",2018-11-09,152,152
"Dandy Cloud Bistro","Yellowjacket Ale",2018-11-09,206,206
"Smelly Crane Tavern","Ballz Deep Double IPA",2018-11-09,186,186
"Ugliest Pants Tavern","Inspiration Ale",2018-11-09,177,177
"Empty Snapdragon Pub","Amstel Lentebock",2018-11-09,205,205
"Nervous Jaguar Inn","Amstel Light",2018-11-09,205,205
"Deep Lantern","Swamp Fox IPA",2018-11-09,155,155
"Gypsy Root Roadhouse","Dry Hop Orange",2018-11-09,156,156
"Pleasant Parrot Tavern","Holiday Imperial",2018-11-09,202,202
"Full Guitar","Holiday Imperial",2018-11-09,206,206
"Fascinated Demon Pub","Caldera IPA",2018-11-09,157,157
"Chubby Badger Pub","Leviathan Imperial Stout",2018-11-09,157,157
"Spicy Cats Tavern","Amstel Oud Bruin",2018-11-09,205,205
"Hypnotic Gate Tavern","Amstel Malt",2018-11-09,132,132
"Assorted Dandelion Bar","Inspiration Ale",2018-11-09,183,183
"Rich Tauren Bar","Ballz Deep Double IPA",2018-11-09,181,181
"Keen Snail Bar","Holiday Ale",2018-11-09,209,209
"Admiral Benbow Inn",Hefeweizen,2018-11-09,156,156
"Thundering Table Inn","Pacific Pilsner",2018-11-09,228,228
"Overrated Pigeons Pub","Amstel Lentebock",2018-11-09,184,184
"Rainy Lime Tavern","Dry Hop Orange",2018-11-09,133,133
"Shattered Oak","Amstel Lentebock",2018-11-09,134,134
"Interesting Trumpet Inn","Sausa Pils",2018-11-09,158,158
"Steel Yew","Columbus India Pale Ale",2018-11-09,160,160
"Courageous Lyre Bar","Dry Stout",2018-11-09,226,226
"Little Elixir Club","Yellowjacket Ale",2018-11-09,233,233
"Natural Leopard","Lawnmower Lager",2018-11-09,210,210
"Wretched Grape Inn","Lawnmower Lager",2018-11-09,132,132
"Sweet And Sour Castle Bar","Black Horse Black Beer",2018-11-09,159,159
"Hot Cup Inn","Old Growth Imperial Stout",2018-11-09,186,186
"Double Swan Tavern","Schinderhannes Bock",2018-11-09,183,183
"Oceanic Woodpecker Inn","Red Moon",2018-11-09,130,130
"Itchy Cheetah Bar","Southside Strong",2018-11-09,235,235
"Venomous River Inn","Dry Stout",2018-11-09,163,163
"Busy Bachelor Bar","Holiday Imperial",2018-11-09,234,234
"Magnificent Dark Elf Bar","Holiday Trappist Style Ale",2018-11-09,206,206
"Nimble Squash","Vas Deferens Ale",2018-11-09,233,233
"Hidden Table Brewpub","Celebration Ale",2018-11-09,158,158
"Best Stick Tavern","Coconut Porter",2018-11-09,164,164
"Psychotic Seadog","Holiday Imperial",2018-11-09,134,134
"Smelly Crane Tavern","Amstel Bright",2018-11-09,156,156
"Safe Palm Inn","Telford Porter",2018-11-09,154,154
"Dandy Cloud Bistro","Old Oakland Ale",2018-11-09,184,184
"Nervous Jaguar Inn","Imperial Stout",2018-11-09,183,183
"Empty Snapdragon Pub","Hopportunity Knocks",2018-11-09,131,131
"Ugliest Pants Tavern","Dry Hop Red",2018-11-09,157,157
"Deep Lantern","Lawnmower Lager",2018-11-09,180,180
"Pleasant Parrot Tavern","Holiday Ale",2018-11-09,183,183
"Gypsy Root Roadhouse","Grey Whale Ale",2018-11-09,238,238
"Full Guitar","Pilot Rock Porter",2018-11-09,212,212
"Fascinated Demon Pub","Sausa Pils",2018-11-09,213,213
"Icky Elephants Tavern","Telford Porter",2018-11-09,157,157
"Spicy Cats Tavern","Nut Brown",2018-11-09,165,165
"Assorted Dandelion Bar","Leviathan Imperial Stout",2018-11-09,236,236
"Chunky Hawks Tavern",Hefeweizen,2018-11-09,151,151
"Russian Otter Pub","Nut Brown",2018-11-09,235,235
"Admiral Benbow Inn","Vas Deferens Ale",2018-11-09,127,127
"Keen Snail Bar","Caldera Oatmeal Stout",2018-11-09,132,132
"Overrated Pigeons Pub","Swamp Fox IPA",2018-11-09,158,158
"Thundering Table Inn","Caldera IPA",2018-11-09,183,183
"Shattered Oak","Columbus India Pale Ale",2018-11-09,231,231
"Rainy Lime Tavern","Caldera IPA",2018-11-09,159,159
"Iron Library Tavern","Honey Fayre",2018-11-09,208,208
"Courageous Melon","Holiday Imperial",2018-11-09,165,165
"Steel Yew","Hibiscus Ginger Beer",2018-11-09,158,158
"Lively Elf","Caldera Pale Ale",2018-11-09,181,181
"Wretched Grape Inn","Yellowjacket Ale",2018-11-09,127,127
"Sweet And Sour Castle Bar","Red Moon",2018-11-09,154,154
"Double Swan Tavern","Welsh Honey Bitter",2018-11-09,133,133
"Itchy Cheetah Bar","Hopportunity Knocks",2018-11-09,230,230
"Oceanic Woodpecker Inn","Emerald Ale",2018-11-09,234,234
"Wicked Stream","Caldera Pale Ale",2018-11-09,178,178
"Hot Cup Inn","Sausa Pils",2018-11-09,131,131
"Natural Squash Tavern","Pacific Pilsner",2018-11-09,133,133
"Busy Bachelor Bar","Southside Strong",2018-11-09,184,184
"Nimble Squash","Hop Hash",2018-11-09,129,129
"Magnificent Dark Elf Bar","Hopportunity Knocks",2018-11-09,159,159
"Best Stick Tavern","Inspiration Ale",2018-11-09,231,231
"Psychotic Seadog","Leviathan Imperial Stout",2018-11-09,129,129
"Smelly Crane Tavern","Welsh Pride",2018-11-09,178,178
"Empty Snapdragon Pub","Amstel Oud Bruin",2018-11-09,134,134
"Hidden Table Brewpub","The Captain's Porter",2018-11-09,131,131
"Safe Palm Inn","Lawnmower Lager",2018-11-09,158,158
"Ugliest Pants Tavern","Amstel Light",2018-11-09,185,185
"Nervous Jaguar Inn","Old Oakland Ale",2018-11-09,155,155
"Diamond Turtle Inn","Welsh Honey Bitter",2018-11-09,154,154
"Pleasant Parrot Tavern","Pilot Rock Porter",2018-11-09,179,179
"Gypsy Root Roadhouse","Telford Porter",2018-11-09,182,182
"Dandy Cloud Bistro","Caldera Oatmeal Stout",2018-11-09,206,206
"Full Guitar","Amstel Lager",2018-11-09,159,159
"Spicy Cats Tavern","Ashland Amber",2018-11-09,206,206
"Assorted Dandelion Bar","Old Growth Imperial Stout",2018-11-09,188,188
"Icky Elephants Tavern","Killer Whale Stout",2018-11-09,154,154
"Fascinated Demon Pub","North Beach Ale",2018-11-09,186,186
"Amused Lemon Parlor","Amstel Light",2018-11-09,203,203
"Chunky Hawks Tavern","Killer Whale Stout",2018-11-09,135,135
"Russian Otter Pub","Grey Whale Ale",2018-11-09,206,206
"Keen Snail Bar","Inspiration Ale",2018-11-09,185,185
"Thundering Table Inn","Pumpkin Ale",2018-11-09,228,228
"Overrated Pigeons Pub","Caldera IPA",2018-11-09,183,183
"Iron Library Tavern","Swamp Fox IPA",2018-11-09,203,203
"Shattered Oak","Amstel Oud Bruin",2018-11-09,210,210
"Rainy Lime Tavern","Honey Fayre",2018-11-09,134,134
"Courageous Melon","Hibiscus Ginger Beer",2018-11-09,234,234
"Steel Yew","Old Growth Imperial Stout",2018-11-09,154,154
"Lively Elf","Code Blue",2018-11-09,138,138
"Double Swan Tavern","Grey Whale Ale",2018-11-09,159,159
"Organic Buffalo Bar","Caldera Pilsener Bier",2018-11-09,234,234
"Itchy Cheetah Bar","Caldera Oatmeal Stout",2018-11-09,156,156
"Swift Angels Pub","Holiday Trappist Style Ale",2018-11-09,156,156
"Wretched Grape Inn","Red Moon",2018-11-09,164,164
"Natural Squash Tavern","Amstel Lentebock",2018-11-09,157,157
"Wicked Stream","Hopportunity Knocks",2018-11-09,213,213
"Busy Bachelor Bar","Yellowjacket Ale",2018-11-09,132,132
"Hungry Skunks Bar","Hopportunity Knocks",2018-11-09,210,210
"Nimble Squash","Black Horse Black Beer",2018-11-09,134,134
"Magnificent Dark Elf Bar","Code Blue",2018-11-09,208,208
"Best Stick Tavern","Amstel Bright",2018-11-09,213,213
"Smelly Crane Tavern","Emerald Ale",2018-11-09,235,235
"Psychotic Seadog","Old Growth Imperial Stout",2018-11-09,182,182
"Empty Snapdragon Pub",Megalodon,2018-11-09,205,205
"Ugliest Pants Tavern","Caldera Pilsener Bier",2018-11-09,207,207
"Hidden Table Brewpub","Amstel Oud Bruin",2018-11-09,158,158
"Nervous Jaguar Inn","Deviator Doppelbock",2018-11-09,133,133
"Safe Palm Inn","Caldera IPA",2018-11-09,235,235
"Pleasant Parrot Tavern","Southside Strong",2018-11-09,179,179
"Gypsy Root Roadhouse","Cauldron DIPA",2018-11-09,177,177
"Diamond Turtle Inn","Nut Brown",2018-11-09,210,210
"Assorted Dandelion Bar","Welsh Pride",2018-11-09,181,181
"Full Guitar","Cauldron Espresso Stout",2018-11-09,185,185
"Deep Flute Bar","Viven Porter",2018-11-09,234,234
"Spicy Cats Tavern","Leviathan Imperial Stout",2018-11-09,156,156
"Amused Lemon Parlor","Deviator Doppelbock",2018-11-09,187,187
"Icky Elephants Tavern","Red Moon",2018-11-09,187,187
"Russian Otter Pub","Ashland Amber",2018-11-09,156,156
"Fascinated Demon Pub","St. Stephen's Bock",2018-11-09,157,157
"Chunky Hawks Tavern","Ballz Deep Double IPA",2018-11-09,201,201
"Keen Snail Bar","Amstel Malt",2018-11-09,233,233
"Thundering Table Inn","Kirner Pils Premium",2018-11-09,233,233
"Iron Library Tavern","The Captain's Porter",2018-11-09,162,162
"Overrated Pigeons Pub","Lawnmower Lager",2018-11-09,211,211
"Rainy Lime Tavern","Emerald Ale",2018-11-09,129,129
"Shattered Oak","Holiday Trappist Style Ale",2018-11-09,182,182
"Courageous Melon",Hefeweizen,2018-11-09,210,210
"Sudden Dragon Bar","Nut Brown",2018-11-09,230,230
"Drab Parrots Pub","Welsh Honey Bitter",2018-11-09,128,128
"Lively Elf","Holiday Imperial",2018-11-09,133,133
"Organic Buffalo Bar","Leviathan Imperial Stout",2018-11-09,158,158
"Natural Squash Tavern","Emerald Ale",2018-11-09,130,130
"Itchy Cheetah Bar","Old Oakland Ale",2018-11-09,237,237
"Wretched Grape Inn","Inspiration Ale",2018-11-09,156,156
"Swift Angels Pub","North Beach Ale",2018-11-09,139,139
"Wicked Stream","Grey Whale Ale",2018-11-09,185,185
"Busy Bachelor Bar","Swamp Fox IPA",2018-11-09,231,231
"Nimble Squash","The Highland Stagger",2018-11-09,184,184
"Hungry Skunks Bar","Amstel Lager",2018-11-09,157,157
"Best Stick Tavern","Dry Hop Orange",2018-11-09,206,206
"Hissing Ocean Bar","Newark IPA",2018-11-09,209,209
"Magnificent Dark Elf Bar","Grey Whale Ale",2018-11-09,159,159
"Snobbish Jackal Inn","Viven Porter",2018-11-09,184,184
"Psychotic Seadog","Cauldron DIPA",2018-11-09,178,178
"Empty Snapdragon Pub","Yellowjacket Ale",2018-11-09,238,238
"Ugliest Pants Tavern","Vas Deferens Ale",2018-11-09,158,158
"Nervous Jaguar Inn","Dry Hop Red",2018-11-09,232,232
"Safe Palm Inn","Welsh Honey Bitter",2018-11-09,179,179
"Pleasant Parrot Tavern","Amstel Lentebock",2018-11-09,163,163
"Gypsy Root Roadhouse","Welsh Honey Bitter",2018-11-09,183,183
"Full Guitar","Old Growth Imperial Stout",2018-11-09,230,230
"Diamond Turtle Inn","Cauldron Espresso Stout",2018-11-09,237,237
"Assorted Dandelion Bar","Amstel Malt",2018-11-09,132,132
"Amused Lemon Parlor","Orca Porter",2018-11-09,234,234
"Icky Elephants Tavern","The Highland Stagger",2018-11-09,231,231
"Spicy Cats Tavern","Amstel Bright",2018-11-09,131,131
"Deep Flute Bar","Honey Fayre",2018-11-09,183,183
"Chunky Hawks Tavern","Welsh Pride",2018-11-09,210,210
"Russian Otter Pub","Imperial Stout",2018-11-09,130,130
"Iron Library Tavern","Old Growth Imperial Stout",2018-11-09,137,137
"Keen Snail Bar","Hibiscus Ginger Beer",2018-11-09,180,180
"Fearless Drum Bar","The Captain's Porter",2018-11-09,183,183
"Overrated Pigeons Pub","Cauldron Brew",2018-11-09,205,205
"Thundering Table Inn",Hefeweizen,2018-11-09,157,157
"Shattered Oak",Megalodon,2018-11-09,134,134
"Real Shark Inn","Grey Whale Ale",2018-11-09,159,159
"Courageous Melon","Amstel Lager",2018-11-09,182,182
"Sudden Dragon Bar","Cauldron Brew",2018-11-09,161,161
"Organic Buffalo Bar","Amstel Light",2018-11-09,238,238
"Drab Parrots Pub","Dry Hop Orange",2018-11-09,207,207
"Lively Elf","Welsh Honey Bitter",2018-11-09,234,234
"Natural Squash Tavern","Red Moon",2018-11-09,155,155
"Wretched Grape Inn","Celebration Ale",2018-11-09,210,210
"Itchy Cheetah Bar","Coconut Porter",2018-11-09,160,160
"Wicked Stream","North Beach Ale",2018-11-09,184,184
"Busy Bachelor Bar","Dry Stout",2018-11-09,185,185
"Hungry Skunks Bar","Caldera IPA",2018-11-09,137,137
"Nimble Squash","Leviathan Imperial Stout",2018-11-09,136,136
"Swift Angels Pub","Pumpkin Ale",2018-11-09,206,206
"Bloody Lady","Cauldron DIPA",2018-11-09,184,184
"Hissing Ocean Bar","Pacific Pilsner",2018-11-09,184,184
"Snobbish Jackal Inn","Amstel Gold",2018-11-09,136,136
"Uneven Ants Tavern","Exotic Erotic Passion Fruit Ale",2018-11-09,227,227
"Magnificent Dark Elf Bar","Deviator Doppelbock",2018-11-09,184,184
"Empty Snapdragon Pub","Telford Porter",2018-11-09,233,233
"Psychotic Seadog",Hefeweizen,2018-11-09,207,207
"Nervous Jaguar Inn","Emerald Ale",2018-11-09,207,207
"Pleasant Parrot Tavern","Cauldron Brew",2018-11-09,204,204
"Full Guitar","Red Moon",2018-11-09,157,157
"Safe Palm Inn","Caldera Ginger Beer",2018-11-09,204,204
"Gypsy Root Roadhouse",Megalodon,2018-11-09,159,159
"Amused Lemon Parlor",Megalodon,2018-11-09,236,236
"Diamond Turtle Inn","Holiday Imperial",2018-11-09,204,204
"Assorted Dandelion Bar","Amstel Light",2018-11-09,135,135
"Spinning Nomad Ale House","Dry Stout",2018-11-09,135,135
"Icky Elephants Tavern","St. Stephen's Bock",2018-11-09,231,231
"Russian Otter Pub","Welsh Pride",2018-11-09,153,153
"Chunky Hawks Tavern","Pacific Pilsner",2018-11-09,233,233
"Iron Library Tavern",Megalodon,2018-11-09,163,163
"Deep Flute Bar","Swamp Fox IPA",2018-11-09,151,151
"Keen Snail Bar","The Highland Stagger",2018-11-09,153,153
"Fearless Drum Bar","Ashland Amber",2018-11-09,131,131
"Overrated Pigeons Pub","Grey Whale Ale",2018-11-09,207,207
"Thundering Table Inn","Inspiration Ale",2018-11-09,229,229
"Real Shark Inn","Dry Hop Orange",2018-11-09,212,212
"Shattered Oak","Exotic Erotic Passion Fruit Ale",2018-11-09,159,159
"Courageous Melon","Pacific Pilsner",2018-11-09,183,183
"Sudden Dragon Bar","Celebration Ale",2018-11-09,131,131
"Organic Buffalo Bar","Black Horse Black Beer",2018-11-09,203,203
"Natural Squash Tavern","Newark IPA",2018-11-09,182,182
"Drab Parrots Pub","Inspiration Ale",2018-11-09,135,135
"Lively Elf","The Highland Stagger",2018-11-09,160,160
"Wrong Whip Bar","Caldera Pilsener Bier",2018-11-09,164,164
"Itchy Cheetah Bar","Amstel Oud Bruin",2018-11-09,232,232
"Wicked Stream","The Highland Stagger",2018-11-09,160,160
"Hungry Skunks Bar","Schinderhannes Bock",2018-11-09,228,228
"Swift Angels Pub","Cauldron Brew",2018-11-09,134,134
"Nimble Squash","The Captain's Porter",2018-11-09,182,182
"Busy Bachelor Bar","Exotic Erotic Passion Fruit Ale",2018-11-09,133,133
"Hissing Ocean Bar","Blue Whale Ale",2018-11-09,161,161
"Snobbish Jackal Inn","Caldera IPA",2018-11-09,229,229
"Bloody Lady","Exotic Erotic Passion Fruit Ale",2018-11-09,155,155
"Middle Cushion Bar","Hibiscus Ginger Beer",2018-11-09,153,153
"Uneven Ants Tavern","Honey Fayre",2018-11-09,134,134
"Empty Snapdragon Pub","Hibiscus Ginger Beer",2018-11-09,239,239
"Psychotic Seadog","Imperial Stout",2018-11-09,133,133
"Nervous Mountain Inn","Amstel Bright",2018-11-09,235,235
"Pleasant Parrot Tavern","North Beach Ale",2018-11-09,205,205
"Full Guitar","Nut Brown",2018-11-09,160,160
"Safe Palm Inn","Imperial Stout",2018-11-09,184,184
"Amused Lemon Parlor","Caldera Pale Ale",2018-11-09,130,130
"Harsh Flame Tavern","Swamp Fox IPA",2018-11-09,232,232
"Diamond Turtle Inn","Caldera IPA",2018-11-09,232,232
"Assorted Dandelion Bar","Hop Hash",2018-11-09,235,235
"Spinning Nomad Ale House","Ballz Deep Double IPA",2018-11-09,207,207
"Iron Library Tavern","Cauldron DIPA",2018-11-09,128,128
"Russian Otter Pub","Red Moon",2018-11-09,187,187
"Icky Elephants Tavern","Columbus India Pale Ale",2018-11-09,131,131
"Chunky Hawks Tavern","Code Blue",2018-11-09,231,231
"Keen Snail Bar",Hefeweizen,2018-11-09,135,135
"Deep Flute Bar","Caldera Pale Ale",2018-11-09,156,156
"Fearless Drum Bar","Holiday Ale",2018-11-09,177,177
"Triangular Pegasus Inn","Holiday Trappist Style Ale",2018-11-09,175,175
"Real Shark Inn","Inspiration Ale",2018-11-09,182,182
"Overrated Pigeons Pub","Columbus India Pale Ale",2018-11-09,135,135
"Shattered Oak","Schinderhannes Bock",2018-11-09,186,186
"Courageous Melon","Celebration Ale",2018-11-09,206,206
"Sudden Dragon Bar","Old Oakland Ale",2018-11-09,209,209
"Natural Squash Tavern","Holiday Ale",2018-11-09,128,128
"Drab Parrots Pub","Sausa Pils",2018-11-09,210,210
"Organic Buffalo Bar","Amstel Malt",2018-11-09,234,234
"Lonely Snowdrop","Cauldron Brew",2018-11-09,158,158
"Wrong Whip Bar","Amstel Light",2018-11-09,163,163
"Wicked Stream","Welsh Pride",2018-11-09,232,232
"Ivory Lamb Pub","Vas Deferens Ale",2018-11-09,130,130
"Nimble Squash","Ballz Deep Double IPA",2018-11-09,229,229
"Swift Angels Pub","Celebration Ale",2018-11-09,184,184
"Busy Bachelor Bar","Caldera Oatmeal Stout",2018-11-09,158,158
"Hungry Skunks Bar","Ballz Deep Double IPA",2018-11-09,233,233
"Snobbish Jackal Inn","Amstel Malt",2018-11-09,179,179
"Hissing Ocean Bar","Old Oakland Ale",2018-11-09,157,157
"Bloody Lady","Lawnmower Lager",2018-11-09,183,183
"Familiar Pony Tavern","Pacific Pilsner",2018-11-09,137,137
"Uneven Ants Tavern","Dry Stout",2018-11-09,138,138
"Middle Cushion Bar","Cauldron Espresso Stout",2018-11-09,158,158
"Nervous Mountain Inn","Red Moon",2018-11-09,152,152
"Purple Pint Bar and Grille","Pacific Pilsner",2018-11-09,152,152
"Gifted Pillow Inn","Inspiration Ale",2018-11-09,132,132
"Poor Bats Inn","Amstel Lentebock",2018-11-09,234,234
"Safe Palm Inn","Holiday Trappist Style Ale",2018-11-09,233,233
"Amused Lemon Parlor","Hop Hash",2018-11-09,229,229
"Different Kumquat Pub","Welsh Pride",2018-11-09,234,234
"Harsh Flame Tavern","Honey Fayre",2018-11-09,227,227
"Assorted Dandelion Bar","Blue Whale Ale",2018-11-09,160,160
"Iron Library Tavern","Amstel Lager",2018-11-09,180,180
"Russian Otter Pub","Amstel Malt",2018-11-09,235,235
"Icky Elephants Tavern","The Captain's Porter",2018-11-09,151,151
"Clean Bed Inn","Caldera Oatmeal Stout",2018-11-09,234,234
"Spinning Nomad Ale House","North Beach Ale",2018-11-09,134,134
"Keen Snail Bar","Dry Hop Orange",2018-11-09,153,153
"Fearless Drum Bar","Deviator Doppelbock",2018-11-09,211,211
"Real Shark Inn","The Highland Stagger",2018-11-09,159,159
"Deep Flute Bar","Amstel Malt",2018-11-09,227,227
"Triangular Pegasus Inn","Old Oakland Ale",2018-11-09,137,137
"Parallel Pegasus Bar","Caldera IPA",2018-11-09,235,235
"Shattered Oak","Welsh Pride",2018-11-09,137,137
"Crooked Sailor Ale House","Caldera Pale Ale",2018-11-09,186,186
"Sudden Dragon Bar","Vas Deferens Ale",2018-11-09,130,130
"Drab Parrots Pub","Amstel Lentebock",2018-11-09,210,210
"Natural Squash Tavern",Megalodon,2018-11-09,178,178
"Organic Buffalo Bar","Caldera Oatmeal Stout",2018-11-09,176,176
"Lonely Snowdrop","Caldera Ginger Beer",2018-11-09,131,131
