bar,day,start,end,date
"Incredible Sailboat Pub",Monday,10:00,23:00,2018-11-12
"Interesting Trumpet Inn",Monday,10:00,22:15,2018-11-12
"Iron Library Tavern",Monday,10:00,23:15,2018-11-12
"Iron Tigress Inn",Monday,10:00,23:45,2018-11-12
"Iron Turkey",Monday,09:00,22:45,2018-11-12
"Itchy Cheetah Bar",Monday,11:00,22:15,2018-11-12
"Ivory Lamb Pub",Monday,08:00,22:30,2018-11-12
"Jaded Pants Pub",Monday,08:00,23:30,2018-11-12
"Jealous Fiddle Pub",Monday,10:00,23:15,2018-11-12
"Keen Snail Bar",Monday,12:00,22:15,2018-11-12
"Latino Magpie",Monday,08:00,23:15,2018-11-12
"Laughing Elephant Tavern",Monday,10:00,22:30,2018-11-12
"Little Elixir Club",Monday,08:00,22:00,2018-11-12
"Lively Elf",Monday,12:00,23:45,2018-11-12
"Lonely Snowdrop",Monday,11:00,22:30,2018-11-12
"Loud Elderberry Bar",Monday,09:00,23:15,2018-11-12
"Lying Explorer Tavern",Monday,10:00,23:00,2018-11-12
"Magnificent Dark Elf Bar",Monday,08:00,22:00,2018-11-12
"Middle Cushion Bar",Monday,08:00,23:00,2018-11-12
"Mixing Demon Pub",Monday,11:00,22:15,2018-11-12
"Molten Ants Bar",Monday,10:00,22:30,2018-11-12
"Natural Leopard",Monday,09:00,22:00,2018-11-12
"Natural Squash Tavern",Monday,12:00,22:30,2018-11-12
"Naughty Bean Inn",Monday,09:00,23:00,2018-11-12
"Needy Mind Tavern",Monday,12:00,23:30,2018-11-12
"Nervous Jaguar Inn",Monday,10:00,22:30,2018-11-12
"Nervous Mountain Inn",Monday,11:00,23:00,2018-11-12
"New Spider Bar",Monday,08:00,22:30,2018-11-12
"Nifty Branch Inn",Monday,08:00,23:00,2018-11-12
"Nimble Squash",Monday,08:00,23:15,2018-11-12
"Nimble Stream Pub",Monday,08:00,23:15,2018-11-12
"Oceanic Knight Inn",Monday,09:00,22:45,2018-11-12
"Oceanic Woodpecker Inn",Monday,09:00,23:30,2018-11-12
"Organic Buffalo Bar",Monday,11:00,23:15,2018-11-12
"Original Acorn Roadhouse",Monday,11:00,22:00,2018-11-12
"Original Horse Brewpub",Monday,12:00,22:15,2018-11-12
"Outrageous Sailboat Inn",Monday,08:00,22:45,2018-11-12
"Overrated Pigeons Pub",Monday,12:00,23:15,2018-11-12
"Parallel Pegasus Bar",Monday,10:00,23:30,2018-11-12
"Peaceful Bison",Monday,11:00,22:45,2018-11-12
"Perfect Rabbit Tavern",Monday,08:00,22:30,2018-11-12
"Pleasant Parrot Tavern",Monday,08:00,22:45,2018-11-12
"Poor Bats Inn",Monday,09:00,23:45,2018-11-12
"Proud Spiders",Monday,09:00,22:45,2018-11-12
"Psychotic Seadog",Monday,09:00,23:45,2018-11-12
"Purple Pint Bar and Grille",Monday,11:00,22:30,2018-11-12
"Quickest Doves",Monday,11:00,22:30,2018-11-12
"Rainy Lime Tavern",Monday,08:00,23:30,2018-11-12
"Real Shark Inn",Monday,12:00,23:00,2018-11-12
"Regular Drum Tavern",Monday,08:00,23:45,2018-11-12
"Responsible Chair",Monday,08:00,23:30,2018-11-12
"Rich Tauren Bar",Monday,08:00,23:45,2018-11-12
"Russian Otter Pub",Monday,10:00,23:30,2018-11-12
"Rusty Sailor Outpost",Monday,12:00,22:15,2018-11-12
"Ruthless Chestnut",Monday,10:00,23:45,2018-11-12
"Safe Palm Inn",Monday,11:00,22:15,2018-11-12
"Scared Crossbow Tavern",Monday,09:00,22:45,2018-11-12
"Scary Kiwi",Monday,12:00,23:15,2018-11-12
"Shattered Oak",Monday,08:00,23:00,2018-11-12
"Shouting Snake Inn",Monday,08:00,23:15,2018-11-12
"Skinny Guitar",Monday,09:00,23:15,2018-11-12
"Smelly Crane Tavern",Monday,10:00,23:45,2018-11-12
"Snobbish Jackal Inn",Monday,10:00,23:45,2018-11-12
"Sore Head",Monday,08:00,23:45,2018-11-12
"Sour Axe Bar",Monday,09:00,22:00,2018-11-12
"Spicy Cats Tavern",Monday,08:00,23:30,2018-11-12
"Spinning Nomad Ale House",Monday,08:00,22:30,2018-11-12
"Spirited Brew Saloon",Monday,10:00,23:45,2018-11-12
"Steel Elf",Monday,11:00,22:15,2018-11-12
"Steel Yew",Monday,09:00,23:45,2018-11-12
"Sudden Dragon Bar",Monday,11:00,23:30,2018-11-12
"Sudden Octopus",Monday,10:00,22:15,2018-11-12
"Sweet And Sour Castle Bar",Monday,12:00,22:15,2018-11-12
"Swift Angels Pub",Monday,10:00,23:45,2018-11-12
"Tacky Lyre Pub",Monday,11:00,22:30,2018-11-12
"Tasty Fairy Tavern",Monday,12:00,22:30,2018-11-12
"Teeny Gauntlet Bar",Monday,12:00,22:00,2018-11-12
"Thundering Table Inn",Monday,10:00,22:00,2018-11-12
"Triangular Pegasus Inn",Monday,10:00,22:45,2018-11-12
"Twelve Spider Inn",Monday,10:00,23:45,2018-11-12
"Ugliest Pants Tavern",Monday,09:00,22:15,2018-11-12
"Uneven Ants Tavern",Monday,09:00,23:45,2018-11-12
"Unusual Truffle",Monday,11:00,22:15,2018-11-12
"Venomous River Inn",Monday,11:00,22:45,2018-11-12
"Wicked Stream",Monday,10:00,22:15,2018-11-12
"Wild Hag Bar",Monday,09:00,22:45,2018-11-12
"Windy Harp",Monday,09:00,22:30,2018-11-12
"Wretched Grape Inn",Monday,10:00,22:15,2018-11-12
"Wrong Whip Bar",Monday,12:00,22:00,2018-11-12
"Ye Olde Lord Bar",Monday,09:00,22:30,2018-11-12
"Absent Snow",Tuesday,09:00,22:00,2018-11-13
"Admiral Benbow Inn",Tuesday,11:00,23:00,2018-11-13
"Amused Lemon Parlor",Tuesday,08:00,23:15,2018-11-13
Anchor,Tuesday,12:00,23:00,2018-11-13
"Armed Pudding Bar",Tuesday,10:00,23:15,2018-11-13
"Assorted Dandelion Bar",Tuesday,11:00,23:15,2018-11-13
"Atomic Liquors",Tuesday,12:00,23:00,2018-11-13
"Awful Salmon Bar",Tuesday,11:00,22:00,2018-11-13
"Best Stick Tavern",Tuesday,12:00,22:15,2018-11-13
"Bloody Lady",Tuesday,11:00,22:45,2018-11-13
"Blue City",Tuesday,12:00,23:45,2018-11-13
"Brave Olive Pub",Tuesday,09:00,22:30,2018-11-13
"Busy Bachelor Bar",Tuesday,09:00,23:00,2018-11-13
"Cheap Vampire",Tuesday,10:00,22:00,2018-11-13
"Chinese Oak",Tuesday,12:00,23:30,2018-11-13
"Chubby Badger Pub",Tuesday,11:00,22:30,2018-11-13
"Chunky Hawks Tavern",Tuesday,11:00,22:30,2018-11-13
"Clean Bed Inn",Tuesday,08:00,22:00,2018-11-13
"Clever Child",Tuesday,09:00,23:15,2018-11-13
"Courageous Lyre Bar",Tuesday,11:00,22:00,2018-11-13
"Courageous Melon",Tuesday,10:00,22:30,2018-11-13
"Crooked Sailor Ale House",Tuesday,10:00,23:45,2018-11-13
"Daily Barracuda Inn",Tuesday,10:00,23:45,2018-11-13
"Dandy Cloud Bistro",Tuesday,11:00,22:30,2018-11-13
"Deep Flute Bar",Tuesday,11:00,22:00,2018-11-13
"Deep Glass Bar",Tuesday,10:00,23:15,2018-11-13
"Deep Lantern",Tuesday,11:00,23:30,2018-11-13
"Diamond Turtle Inn",Tuesday,11:00,22:00,2018-11-13
"Different Kumquat Pub",Tuesday,11:00,23:00,2018-11-13
"Discreet Elderberry Pub",Tuesday,10:00,22:30,2018-11-13
"Dizzy Lemon Lounge",Tuesday,09:00,23:15,2018-11-13
"Double Swan Tavern",Tuesday,11:00,23:00,2018-11-13
"Drab Parrots Pub",Tuesday,12:00,22:45,2018-11-13
"Dramatic Crabs",Tuesday,08:00,23:45,2018-11-13
"Earthy Bird Pub",Tuesday,10:00,23:15,2018-11-13
"Empty Snapdragon Pub",Tuesday,10:00,22:00,2018-11-13
"Familiar Pony Tavern",Tuesday,11:00,23:00,2018-11-13
"Famous Tiger Pub",Tuesday,12:00,23:00,2018-11-13
"Fascinated Chick Pub",Tuesday,10:00,22:30,2018-11-13
"Fascinated Demon Pub",Tuesday,10:00,22:15,2018-11-13
"Fearless Drum Bar",Tuesday,10:00,23:30,2018-11-13
"Fluffy Husband",Tuesday,12:00,22:45,2018-11-13
"Foamy Cave",Tuesday,10:00,22:15,2018-11-13
"Full Guitar",Tuesday,09:00,23:15,2018-11-13
"Gifted Pillow Inn",Tuesday,08:00,22:00,2018-11-13
"Gifted Zebra Tavern",Tuesday,11:00,23:30,2018-11-13
"Gray City",Tuesday,11:00,23:45,2018-11-13
"Gypsy Root Roadhouse",Tuesday,12:00,22:45,2018-11-13
"Harsh Flame Tavern",Tuesday,08:00,22:15,2018-11-13
"Hidden Lady Parlor",Tuesday,12:00,22:30,2018-11-13
"Hidden Table Brewpub",Tuesday,11:00,23:30,2018-11-13
"Hissing Ocean Bar",Tuesday,10:00,23:15,2018-11-13
"Hoppy Apple Brewhouse",Tuesday,08:00,22:45,2018-11-13
"Hot Cup Inn",Tuesday,11:00,23:45,2018-11-13
"Hungry Skunks Bar",Tuesday,08:00,23:45,2018-11-13
"Hungry Turtle Pub",Tuesday,10:00,22:45,2018-11-13
"Hungry Vanilla Bean Tavern",Tuesday,08:00,22:00,2018-11-13
"Hypnotic Gate Tavern",Tuesday,12:00,22:15,2018-11-13
"Icky Elephants Tavern",Tuesday,09:00,23:30,2018-11-13
"Impossible Fire",Tuesday,11:00,22:30,2018-11-13
"Incredible Sailboat Pub",Tuesday,08:00,22:15,2018-11-13
"Interesting Trumpet Inn",Tuesday,11:00,23:15,2018-11-13
"Iron Library Tavern",Tuesday,08:00,22:15,2018-11-13
"Iron Tigress Inn",Tuesday,11:00,22:30,2018-11-13
"Iron Turkey",Tuesday,12:00,23:15,2018-11-13
"Itchy Cheetah Bar",Tuesday,09:00,22:30,2018-11-13
"Ivory Lamb Pub",Tuesday,11:00,22:15,2018-11-13
"Jaded Pants Pub",Tuesday,10:00,22:00,2018-11-13
"Jealous Fiddle Pub",Tuesday,09:00,22:15,2018-11-13
"Keen Snail Bar",Tuesday,11:00,22:00,2018-11-13
"Latino Magpie",Tuesday,11:00,22:15,2018-11-13
"Laughing Elephant Tavern",Tuesday,11:00,23:00,2018-11-13
"Little Elixir Club",Tuesday,10:00,23:45,2018-11-13
"Lively Elf",Tuesday,10:00,22:00,2018-11-13
"Lonely Snowdrop",Tuesday,09:00,22:00,2018-11-13
"Loud Elderberry Bar",Tuesday,10:00,23:45,2018-11-13
"Lying Explorer Tavern",Tuesday,10:00,22:15,2018-11-13
"Magnificent Dark Elf Bar",Tuesday,12:00,22:15,2018-11-13
"Middle Cushion Bar",Tuesday,11:00,23:45,2018-11-13
"Mixing Demon Pub",Tuesday,12:00,23:00,2018-11-13
"Molten Ants Bar",Tuesday,12:00,23:00,2018-11-13
"Natural Leopard",Tuesday,10:00,22:15,2018-11-13
"Natural Squash Tavern",Tuesday,09:00,23:30,2018-11-13
"Naughty Bean Inn",Tuesday,09:00,23:00,2018-11-13
"Needy Mind Tavern",Tuesday,11:00,23:00,2018-11-13
"Nervous Jaguar Inn",Tuesday,09:00,23:00,2018-11-13
"Nervous Mountain Inn",Tuesday,08:00,23:30,2018-11-13
"New Spider Bar",Tuesday,12:00,23:15,2018-11-13
"Nifty Branch Inn",Tuesday,12:00,22:30,2018-11-13
"Nimble Squash",Tuesday,10:00,22:30,2018-11-13
"Nimble Stream Pub",Tuesday,12:00,22:45,2018-11-13
"Oceanic Knight Inn",Tuesday,08:00,23:00,2018-11-13
"Oceanic Woodpecker Inn",Tuesday,11:00,22:15,2018-11-13
"Organic Buffalo Bar",Tuesday,12:00,23:45,2018-11-13
"Original Acorn Roadhouse",Tuesday,12:00,23:00,2018-11-13
"Original Horse Brewpub",Tuesday,11:00,23:45,2018-11-13
"Outrageous Sailboat Inn",Tuesday,11:00,22:30,2018-11-13
"Overrated Pigeons Pub",Tuesday,11:00,22:30,2018-11-13
"Parallel Pegasus Bar",Tuesday,08:00,22:15,2018-11-13
"Peaceful Bison",Tuesday,11:00,22:00,2018-11-13
"Perfect Rabbit Tavern",Tuesday,09:00,23:45,2018-11-13
"Pleasant Parrot Tavern",Tuesday,09:00,23:15,2018-11-13
"Poor Bats Inn",Tuesday,10:00,23:00,2018-11-13
"Proud Spiders",Tuesday,11:00,22:15,2018-11-13
"Psychotic Seadog",Tuesday,08:00,22:45,2018-11-13
"Purple Pint Bar and Grille",Tuesday,09:00,23:45,2018-11-13
"Quickest Doves",Tuesday,09:00,22:00,2018-11-13
"Rainy Lime Tavern",Tuesday,12:00,23:00,2018-11-13
"Real Shark Inn",Tuesday,08:00,22:15,2018-11-13
"Regular Drum Tavern",Tuesday,10:00,23:30,2018-11-13
"Responsible Chair",Tuesday,09:00,22:30,2018-11-13
"Rich Tauren Bar",Tuesday,10:00,22:45,2018-11-13
"Russian Otter Pub",Tuesday,12:00,22:30,2018-11-13
"Rusty Sailor Outpost",Tuesday,11:00,23:15,2018-11-13
"Ruthless Chestnut",Tuesday,12:00,23:30,2018-11-13
"Safe Palm Inn",Tuesday,12:00,22:30,2018-11-13
"Scared Crossbow Tavern",Tuesday,09:00,23:30,2018-11-13
"Scary Kiwi",Tuesday,09:00,22:00,2018-11-13
"Shattered Oak",Tuesday,11:00,23:00,2018-11-13
"Shouting Snake Inn",Tuesday,09:00,22:30,2018-11-13
"Skinny Guitar",Tuesday,09:00,22:00,2018-11-13
"Smelly Crane Tavern",Tuesday,08:00,22:45,2018-11-13
"Snobbish Jackal Inn",Tuesday,11:00,23:30,2018-11-13
"Sore Head",Tuesday,10:00,22:15,2018-11-13
"Sour Axe Bar",Tuesday,11:00,23:45,2018-11-13
"Spicy Cats Tavern",Tuesday,12:00,23:45,2018-11-13
"Spinning Nomad Ale House",Tuesday,10:00,23:00,2018-11-13
"Spirited Brew Saloon",Tuesday,08:00,22:15,2018-11-13
"Steel Elf",Tuesday,08:00,23:00,2018-11-13
"Steel Yew",Tuesday,11:00,23:30,2018-11-13
"Sudden Dragon Bar",Tuesday,09:00,23:30,2018-11-13
"Sudden Octopus",Tuesday,09:00,23:45,2018-11-13
"Sweet And Sour Castle Bar",Tuesday,08:00,23:00,2018-11-13
"Swift Angels Pub",Tuesday,11:00,22:45,2018-11-13
"Tacky Lyre Pub",Tuesday,11:00,23:45,2018-11-13
"Tasty Fairy Tavern",Tuesday,09:00,23:00,2018-11-13
"Teeny Gauntlet Bar",Tuesday,10:00,23:00,2018-11-13
"Thundering Table Inn",Tuesday,09:00,23:00,2018-11-13
"Triangular Pegasus Inn",Tuesday,08:00,22:00,2018-11-13
"Twelve Spider Inn",Tuesday,12:00,23:00,2018-11-13
"Ugliest Pants Tavern",Tuesday,11:00,22:45,2018-11-13
"Uneven Ants Tavern",Tuesday,08:00,23:30,2018-11-13
"Unusual Truffle",Tuesday,08:00,23:30,2018-11-13
"Venomous River Inn",Tuesday,11:00,22:15,2018-11-13
"Wicked Stream",Tuesday,10:00,23:45,2018-11-13
"Wild Hag Bar",Tuesday,11:00,23:00,2018-11-13
"Windy Harp",Tuesday,10:00,22:00,2018-11-13
"Wretched Grape Inn",Tuesday,08:00,22:30,2018-11-13
"Wrong Whip Bar",Tuesday,08:00,23:00,2018-11-13
"Ye Olde Lord Bar",Tuesday,08:00,22:00,2018-11-13
"Absent Snow",Wednesday,12:00,22:15,2018-11-14
"Admiral Benbow Inn",Wednesday,09:00,22:15,2018-11-14
"Amused Lemon Parlor",Wednesday,08:00,22:15,2018-11-14
Anchor,Wednesday,11:00,22:45,2018-11-14
"Armed Pudding Bar",Wednesday,08:00,22:45,2018-11-14
"Assorted Dandelion Bar",Wednesday,08:00,22:45,2018-11-14
"Atomic Liquors",Wednesday,09:00,22:45,2018-11-14
"Awful Salmon Bar",Wednesday,11:00,23:00,2018-11-14
"Best Stick Tavern",Wednesday,12:00,22:30,2018-11-14
"Bloody Lady",Wednesday,08:00,22:30,2018-11-14
"Blue City",Wednesday,10:00,22:15,2018-11-14
"Brave Olive Pub",Wednesday,12:00,23:45,2018-11-14
"Busy Bachelor Bar",Wednesday,12:00,22:45,2018-11-14
"Cheap Vampire",Wednesday,12:00,22:45,2018-11-14
"Chinese Oak",Wednesday,11:00,22:15,2018-11-14
"Chubby Badger Pub",Wednesday,12:00,23:00,2018-11-14
"Chunky Hawks Tavern",Wednesday,10:00,23:30,2018-11-14
"Clean Bed Inn",Wednesday,11:00,23:45,2018-11-14
"Clever Child",Wednesday,09:00,23:15,2018-11-14
"Courageous Lyre Bar",Wednesday,09:00,22:45,2018-11-14
"Courageous Melon",Wednesday,11:00,23:30,2018-11-14
"Crooked Sailor Ale House",Wednesday,11:00,22:15,2018-11-14
"Daily Barracuda Inn",Wednesday,10:00,23:15,2018-11-14
"Dandy Cloud Bistro",Wednesday,10:00,23:30,2018-11-14
"Deep Flute Bar",Wednesday,11:00,22:45,2018-11-14
"Deep Glass Bar",Wednesday,08:00,22:30,2018-11-14
"Deep Lantern",Wednesday,09:00,23:30,2018-11-14
"Diamond Turtle Inn",Wednesday,11:00,23:15,2018-11-14
"Different Kumquat Pub",Wednesday,11:00,22:00,2018-11-14
"Discreet Elderberry Pub",Wednesday,11:00,23:45,2018-11-14
"Dizzy Lemon Lounge",Wednesday,08:00,22:15,2018-11-14
"Double Swan Tavern",Wednesday,10:00,23:30,2018-11-14
"Drab Parrots Pub",Wednesday,10:00,23:15,2018-11-14
"Dramatic Crabs",Wednesday,12:00,22:30,2018-11-14
"Earthy Bird Pub",Wednesday,12:00,22:45,2018-11-14
"Empty Snapdragon Pub",Wednesday,11:00,22:45,2018-11-14
"Familiar Pony Tavern",Wednesday,08:00,23:00,2018-11-14
"Famous Tiger Pub",Wednesday,08:00,22:15,2018-11-14
"Fascinated Chick Pub",Wednesday,12:00,23:30,2018-11-14
"Fascinated Demon Pub",Wednesday,08:00,23:15,2018-11-14
"Fearless Drum Bar",Wednesday,10:00,23:00,2018-11-14
"Fluffy Husband",Wednesday,10:00,22:15,2018-11-14
"Foamy Cave",Wednesday,10:00,23:15,2018-11-14
"Full Guitar",Wednesday,09:00,23:30,2018-11-14
"Gifted Pillow Inn",Wednesday,12:00,23:00,2018-11-14
"Gifted Zebra Tavern",Wednesday,11:00,23:45,2018-11-14
"Gray City",Wednesday,09:00,22:15,2018-11-14
"Gypsy Root Roadhouse",Wednesday,12:00,23:15,2018-11-14
"Harsh Flame Tavern",Wednesday,08:00,22:15,2018-11-14
"Hidden Lady Parlor",Wednesday,10:00,23:15,2018-11-14
"Hidden Table Brewpub",Wednesday,10:00,22:30,2018-11-14
"Hissing Ocean Bar",Wednesday,10:00,22:30,2018-11-14
"Hoppy Apple Brewhouse",Wednesday,08:00,22:00,2018-11-14
"Hot Cup Inn",Wednesday,12:00,23:15,2018-11-14
"Hungry Skunks Bar",Wednesday,08:00,22:00,2018-11-14
"Hungry Turtle Pub",Wednesday,08:00,23:15,2018-11-14
"Hungry Vanilla Bean Tavern",Wednesday,12:00,23:15,2018-11-14
"Hypnotic Gate Tavern",Wednesday,11:00,23:45,2018-11-14
"Icky Elephants Tavern",Wednesday,09:00,22:00,2018-11-14
"Impossible Fire",Wednesday,08:00,22:15,2018-11-14
"Incredible Sailboat Pub",Wednesday,09:00,23:45,2018-11-14
"Interesting Trumpet Inn",Wednesday,11:00,22:30,2018-11-14
"Iron Library Tavern",Wednesday,09:00,22:00,2018-11-14
"Iron Tigress Inn",Wednesday,10:00,22:00,2018-11-14
"Iron Turkey",Wednesday,11:00,22:45,2018-11-14
"Itchy Cheetah Bar",Wednesday,12:00,23:45,2018-11-14
"Ivory Lamb Pub",Wednesday,10:00,22:00,2018-11-14
"Jaded Pants Pub",Wednesday,12:00,22:15,2018-11-14
"Jealous Fiddle Pub",Wednesday,12:00,22:45,2018-11-14
"Keen Snail Bar",Wednesday,08:00,22:45,2018-11-14
"Latino Magpie",Wednesday,12:00,22:45,2018-11-14
"Laughing Elephant Tavern",Wednesday,11:00,22:30,2018-11-14
"Little Elixir Club",Wednesday,08:00,23:30,2018-11-14
"Lively Elf",Wednesday,09:00,23:30,2018-11-14
"Lonely Snowdrop",Wednesday,12:00,22:45,2018-11-14
"Loud Elderberry Bar",Wednesday,12:00,22:45,2018-11-14
"Lying Explorer Tavern",Wednesday,10:00,23:30,2018-11-14
"Magnificent Dark Elf Bar",Wednesday,08:00,22:00,2018-11-14
"Middle Cushion Bar",Wednesday,12:00,23:15,2018-11-14
"Mixing Demon Pub",Wednesday,12:00,23:15,2018-11-14
"Molten Ants Bar",Wednesday,12:00,22:00,2018-11-14
"Natural Leopard",Wednesday,08:00,22:15,2018-11-14
"Natural Squash Tavern",Wednesday,08:00,22:30,2018-11-14
"Naughty Bean Inn",Wednesday,09:00,22:45,2018-11-14
"Needy Mind Tavern",Wednesday,12:00,22:15,2018-11-14
"Nervous Jaguar Inn",Wednesday,09:00,23:00,2018-11-14
"Nervous Mountain Inn",Wednesday,11:00,23:15,2018-11-14
"New Spider Bar",Wednesday,10:00,22:30,2018-11-14
"Nifty Branch Inn",Wednesday,10:00,22:00,2018-11-14
"Nimble Squash",Wednesday,10:00,23:30,2018-11-14
"Nimble Stream Pub",Wednesday,09:00,23:45,2018-11-14
"Oceanic Knight Inn",Wednesday,11:00,22:45,2018-11-14
"Oceanic Woodpecker Inn",Wednesday,10:00,23:15,2018-11-14
"Organic Buffalo Bar",Wednesday,09:00,22:15,2018-11-14
"Original Acorn Roadhouse",Wednesday,08:00,22:30,2018-11-14
"Original Horse Brewpub",Wednesday,12:00,23:30,2018-11-14
"Outrageous Sailboat Inn",Wednesday,12:00,22:15,2018-11-14
"Overrated Pigeons Pub",Wednesday,11:00,22:15,2018-11-14
"Parallel Pegasus Bar",Wednesday,10:00,23:30,2018-11-14
"Peaceful Bison",Wednesday,09:00,23:30,2018-11-14
"Perfect Rabbit Tavern",Wednesday,12:00,23:15,2018-11-14
"Pleasant Parrot Tavern",Wednesday,10:00,22:00,2018-11-14
"Poor Bats Inn",Wednesday,08:00,23:15,2018-11-14
"Proud Spiders",Wednesday,11:00,23:30,2018-11-14
"Psychotic Seadog",Wednesday,09:00,22:15,2018-11-14
"Purple Pint Bar and Grille",Wednesday,09:00,23:45,2018-11-14
"Quickest Doves",Wednesday,10:00,22:30,2018-11-14
"Rainy Lime Tavern",Wednesday,12:00,22:45,2018-11-14
"Real Shark Inn",Wednesday,11:00,22:15,2018-11-14
"Regular Drum Tavern",Wednesday,10:00,22:15,2018-11-14
"Responsible Chair",Wednesday,08:00,23:15,2018-11-14
"Rich Tauren Bar",Wednesday,12:00,23:45,2018-11-14
"Russian Otter Pub",Wednesday,10:00,22:00,2018-11-14
"Rusty Sailor Outpost",Wednesday,10:00,22:30,2018-11-14
"Ruthless Chestnut",Wednesday,08:00,22:15,2018-11-14
"Safe Palm Inn",Wednesday,09:00,22:45,2018-11-14
"Scared Crossbow Tavern",Wednesday,11:00,23:00,2018-11-14
"Scary Kiwi",Wednesday,12:00,23:30,2018-11-14
"Shattered Oak",Wednesday,11:00,23:30,2018-11-14
"Shouting Snake Inn",Wednesday,12:00,22:30,2018-11-14
"Skinny Guitar",Wednesday,11:00,23:15,2018-11-14
"Smelly Crane Tavern",Wednesday,09:00,23:15,2018-11-14
"Snobbish Jackal Inn",Wednesday,10:00,23:15,2018-11-14
"Sore Head",Wednesday,12:00,23:00,2018-11-14
"Sour Axe Bar",Wednesday,08:00,23:15,2018-11-14
"Spicy Cats Tavern",Wednesday,09:00,23:30,2018-11-14
"Spinning Nomad Ale House",Wednesday,12:00,23:30,2018-11-14
"Spirited Brew Saloon",Wednesday,08:00,22:00,2018-11-14
"Steel Elf",Wednesday,08:00,23:30,2018-11-14
"Steel Yew",Wednesday,09:00,23:00,2018-11-14
"Sudden Dragon Bar",Wednesday,12:00,23:30,2018-11-14
"Sudden Octopus",Wednesday,09:00,23:30,2018-11-14
"Sweet And Sour Castle Bar",Wednesday,12:00,23:00,2018-11-14
"Swift Angels Pub",Wednesday,10:00,23:00,2018-11-14
"Tacky Lyre Pub",Wednesday,09:00,23:30,2018-11-14
"Tasty Fairy Tavern",Wednesday,12:00,22:15,2018-11-14
"Teeny Gauntlet Bar",Wednesday,12:00,23:30,2018-11-14
"Thundering Table Inn",Wednesday,12:00,23:15,2018-11-14
"Triangular Pegasus Inn",Wednesday,10:00,22:45,2018-11-14
"Twelve Spider Inn",Wednesday,08:00,22:30,2018-11-14
"Ugliest Pants Tavern",Wednesday,10:00,23:15,2018-11-14
"Uneven Ants Tavern",Wednesday,11:00,23:00,2018-11-14
"Unusual Truffle",Wednesday,09:00,23:00,2018-11-14
"Venomous River Inn",Wednesday,12:00,22:00,2018-11-14
"Wicked Stream",Wednesday,12:00,22:30,2018-11-14
"Wild Hag Bar",Wednesday,08:00,23:45,2018-11-14
"Windy Harp",Wednesday,10:00,23:45,2018-11-14
"Wretched Grape Inn",Wednesday,08:00,23:45,2018-11-14
"Wrong Whip Bar",Wednesday,11:00,22:15,2018-11-14
"Ye Olde Lord Bar",Wednesday,09:00,22:45,2018-11-14
"Absent Snow",Thursday,12:00,23:00,2018-11-15
"Admiral Benbow Inn",Thursday,08:00,22:15,2018-11-15
"Amused Lemon Parlor",Thursday,08:00,22:15,2018-11-15
Anchor,Thursday,10:00,22:30,2018-11-15
"Armed Pudding Bar",Thursday,10:00,23:45,2018-11-15
"Assorted Dandelion Bar",Thursday,11:00,23:15,2018-11-15
"Atomic Liquors",Thursday,09:00,22:15,2018-11-15
"Awful Salmon Bar",Thursday,10:00,23:15,2018-11-15
"Best Stick Tavern",Thursday,11:00,22:00,2018-11-15
"Bloody Lady",Thursday,10:00,23:15,2018-11-15
"Blue City",Thursday,10:00,22:45,2018-11-15
"Brave Olive Pub",Thursday,10:00,23:00,2018-11-15
"Busy Bachelor Bar",Thursday,10:00,22:00,2018-11-15
"Cheap Vampire",Thursday,11:00,23:15,2018-11-15
"Chinese Oak",Thursday,12:00,23:30,2018-11-15
"Chubby Badger Pub",Thursday,11:00,22:30,2018-11-15
"Chunky Hawks Tavern",Thursday,09:00,22:30,2018-11-15
"Clean Bed Inn",Thursday,10:00,22:45,2018-11-15
"Clever Child",Thursday,09:00,23:30,2018-11-15
"Courageous Lyre Bar",Thursday,08:00,23:15,2018-11-15
"Courageous Melon",Thursday,10:00,23:15,2018-11-15
"Crooked Sailor Ale House",Thursday,12:00,23:45,2018-11-15
"Daily Barracuda Inn",Thursday,08:00,23:45,2018-11-15
"Dandy Cloud Bistro",Thursday,09:00,22:30,2018-11-15
"Deep Flute Bar",Thursday,12:00,23:45,2018-11-15
"Deep Glass Bar",Thursday,08:00,23:30,2018-11-15
"Deep Lantern",Thursday,11:00,22:30,2018-11-15
"Diamond Turtle Inn",Thursday,09:00,23:15,2018-11-15
"Different Kumquat Pub",Thursday,11:00,23:45,2018-11-15
"Discreet Elderberry Pub",Thursday,12:00,23:45,2018-11-15
"Dizzy Lemon Lounge",Thursday,09:00,23:45,2018-11-15
"Double Swan Tavern",Thursday,11:00,23:45,2018-11-15
"Drab Parrots Pub",Thursday,10:00,23:00,2018-11-15
"Dramatic Crabs",Thursday,11:00,22:15,2018-11-15
"Earthy Bird Pub",Thursday,10:00,22:00,2018-11-15
"Empty Snapdragon Pub",Thursday,12:00,22:00,2018-11-15
"Familiar Pony Tavern",Thursday,08:00,22:30,2018-11-15
"Famous Tiger Pub",Thursday,09:00,23:45,2018-11-15
"Fascinated Chick Pub",Thursday,10:00,23:45,2018-11-15
"Fascinated Demon Pub",Thursday,08:00,22:15,2018-11-15
"Fearless Drum Bar",Thursday,12:00,22:15,2018-11-15
"Fluffy Husband",Thursday,08:00,23:45,2018-11-15
